locus_tag	ftype	length_bp	gene	EC_number	COG	product
AMADFCGA_02620	CDS	1203		4.1.2.42		D-threonine aldolase
AMADFCGA_02621	CDS	924	kdgK	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
AMADFCGA_02622	CDS	2493	rep_3	3.6.4.12		ATP-dependent DNA helicase Rep
AMADFCGA_02623	CDS	267				hypothetical protein
AMADFCGA_02624	CDS	1080	spuE_1		COG0687	Spermidine-binding periplasmic protein SpuE
AMADFCGA_02625	CDS	714	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
AMADFCGA_02626	CDS	849	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
AMADFCGA_02627	CDS	1011	ssuA_2			Putative aliphatic sulfonates-binding protein
AMADFCGA_02628	CDS	687				hypothetical protein
AMADFCGA_02629	CDS	996	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
AMADFCGA_02630	CDS	618	lexA_1	3.4.21.88		LexA repressor
AMADFCGA_02631	CDS	624				hypothetical protein
AMADFCGA_02632	CDS	1416	imuB			Protein ImuB
AMADFCGA_02633	CDS	3096	dnaE2	2.7.7.7		Error-prone DNA polymerase
AMADFCGA_02634	CDS	852				hypothetical protein
AMADFCGA_02635	CDS	930				hypothetical protein
AMADFCGA_02636	CDS	1479				hypothetical protein
AMADFCGA_02637	CDS	1149	mshD	2.3.1.189		Mycothiol acetyltransferase
AMADFCGA_02638	CDS	903				hypothetical protein
AMADFCGA_02639	CDS	1260	ade	3.5.4.2		Adenine deaminase
AMADFCGA_02640	CDS	1311	proP_3			Proline/betaine transporter
AMADFCGA_02641	CDS	912	gcvA_3			Glycine cleavage system transcriptional activator
AMADFCGA_02642	CDS	906	gcvA_4			Glycine cleavage system transcriptional activator
AMADFCGA_02643	CDS	3048			COG0247	putative protein
AMADFCGA_02644	CDS	888				hypothetical protein
AMADFCGA_02645	CDS	1056				hypothetical protein
AMADFCGA_02646	CDS	951				hypothetical protein
AMADFCGA_02647	CDS	1461	hpyO	1.14.13.-	COG2072	FAD-dependent urate hydroxylase
AMADFCGA_02648	CDS	975	dppB_1		COG0601	Dipeptide transport system permease protein DppB
AMADFCGA_02649	CDS	927	ddpC_1		COG1173	putative D,D-dipeptide transport system permease protein DdpC
AMADFCGA_02650	CDS	942	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
AMADFCGA_02651	CDS	1014	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
AMADFCGA_02652	CDS	1566	hbpA_2		COG0747	Heme-binding protein A
AMADFCGA_02653	CDS	528				hypothetical protein
AMADFCGA_02654	CDS	588				hypothetical protein
AMADFCGA_02655	CDS	798	cpdA_1	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
AMADFCGA_02656	CDS	336			COG2076	Multidrug transporter
AMADFCGA_02657	CDS	1116	ldc_1	4.1.1.17		Lysine/ornithine decarboxylase
AMADFCGA_02658	CDS	1131				hypothetical protein
AMADFCGA_02659	CDS	552				hypothetical protein
AMADFCGA_02660	CDS	1257	rocD2	2.6.1.13		Ornithine aminotransferase 2
AMADFCGA_02661	CDS	468				hypothetical protein
AMADFCGA_02662	CDS	1110				hypothetical protein
AMADFCGA_02663	CDS	1017				hypothetical protein
AMADFCGA_02664	CDS	513	dcd_1	3.5.4.13		dCTP deaminase, dUMP-forming
AMADFCGA_02665	CDS	675	dcd_2	3.5.4.13		dCTP deaminase, dUMP-forming
AMADFCGA_02666	CDS	435				hypothetical protein
AMADFCGA_02667	CDS	1494				hypothetical protein
AMADFCGA_02668	CDS	348				hypothetical protein
AMADFCGA_02669	CDS	867				hypothetical protein
AMADFCGA_02670	CDS	1137				hypothetical protein
AMADFCGA_02671	CDS	1047				hypothetical protein
AMADFCGA_02672	CDS	588				hypothetical protein
AMADFCGA_02673	CDS	1584				hypothetical protein
AMADFCGA_02674	CDS	798	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
AMADFCGA_02675	CDS	738				hypothetical protein
AMADFCGA_02676	CDS	1449				hypothetical protein
AMADFCGA_02677	CDS	726				hypothetical protein
AMADFCGA_02678	CDS	1050				hypothetical protein
AMADFCGA_02679	CDS	948				hypothetical protein
AMADFCGA_02680	CDS	867				hypothetical protein
AMADFCGA_02681	CDS	918				hypothetical protein
AMADFCGA_02682	CDS	1617				hypothetical protein
AMADFCGA_02683	CDS	1086	hcaE	1.14.12.19		3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
AMADFCGA_02684	CDS	651	dhaL-2	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase 2, ADP-binding subunit DhaL
AMADFCGA_02685	CDS	1002	dhaK-2	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase 2, dihydroxyacetone-binding subunit DhaK
AMADFCGA_02686	CDS	1116	eltD	1.1.1.-	COG1063	Erythritol/L-threitol dehydrogenase
AMADFCGA_02687	CDS	756	golD	1.1.1.6		NAD-dependent glycerol dehydrogenase
AMADFCGA_02688	CDS	1011	thpA_1		COG1879	D-threitol-binding protein
AMADFCGA_02689	CDS	978	rbsC_3		COG1172	Ribose import permease protein RbsC
AMADFCGA_02690	CDS	1488	mglA_2	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
AMADFCGA_02691	CDS	462	rpiB	5.3.1.6	COG0698	Ribose-5-P isomerase B
AMADFCGA_02692	CDS	981	lsrR		COG2390	Transcriptional regulator LsrR
AMADFCGA_02693	CDS	2376	gcd_1	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
AMADFCGA_02694	CDS	774				hypothetical protein
AMADFCGA_02695	CDS	9498	tycC_3			Tyrocidine synthase 3
AMADFCGA_02696	CDS	17781	tycC_4			Tyrocidine synthase 3
AMADFCGA_02697	CDS	669				hypothetical protein
AMADFCGA_02698	CDS	1437	calB	1.2.1.68		Coniferyl aldehyde dehydrogenase
AMADFCGA_02699	CDS	684				hypothetical protein
AMADFCGA_02700	CDS	426				hypothetical protein
AMADFCGA_02701	CDS	882				hypothetical protein
AMADFCGA_02702	CDS	1629	xylB_2	2.7.1.17	COG1070	Xylulose kinase
AMADFCGA_02703	CDS	684	mtnB_3	4.2.1.109		Methylthioribulose-1-phosphate dehydratase
AMADFCGA_02704	CDS	1482	hemL_1	5.4.3.8		Glutamate-1-semialdehyde 2,1-aminomutase
AMADFCGA_02705	CDS	621				hypothetical protein
AMADFCGA_02706	CDS	1176				hypothetical protein
AMADFCGA_02707	CDS	510	fecI_2		COG1595	putative RNA polymerase sigma factor FecI
AMADFCGA_02708	CDS	966	fecR_2		COG3712	Protein FecR
AMADFCGA_02709	CDS	2409	fatA_1			Ferric-anguibactin receptor FatA
AMADFCGA_02710	CDS	1377	dat_2	2.6.1.76	COG0160	Diaminobutyrate--2-oxoglutarate aminotransferase
AMADFCGA_02711	CDS	1785	sbnE	6.3.2.54	COG4264	L-2,3-diaminopropanoate--citrate ligase
AMADFCGA_02712	CDS	1209	sbnH	4.1.1.117	COG0019	2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate decarboxylase
AMADFCGA_02713	CDS	1407	farB			Fatty acid resistance protein FarB
AMADFCGA_02714	CDS	1860	sbnF	6.3.2.55	COG4264	2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate synthase
AMADFCGA_02715	CDS	777	bphF	4.1.3.39		4-hydroxy-2-oxovalerate aldolase
AMADFCGA_02716	CDS	1884	sbnC	6.3.2.56	COG4264	Staphyloferrin B synthase
AMADFCGA_02717	CDS	906	yfiY		COG0614	putative siderophore-binding lipoprotein YfiY
AMADFCGA_02718	CDS	990	yfiZ		COG0609	putative siderophore transport system permease protein YfiZ
AMADFCGA_02719	CDS	1032	yfhA		COG0609	putative siderophore transport system permease protein YfhA
AMADFCGA_02720	CDS	792	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
AMADFCGA_02721	CDS	780				hypothetical protein
AMADFCGA_02722	CDS	651	proA_1	4.1.3.16		4-hydroxy-4-methyl-2-oxoglutarate aldolase/4-carboxy-4-hydroxy-2-oxoadipate aldolase
AMADFCGA_02723	CDS	1317	bdlA_2		COG0840	Biofilm dispersion protein BdlA
AMADFCGA_02724	CDS	930				hypothetical protein
AMADFCGA_02725	CDS	504			COG2199	putative signaling protein
AMADFCGA_02726	CDS	5202				hypothetical protein
AMADFCGA_02727	CDS	1119				hypothetical protein
AMADFCGA_02728	CDS	999	nphR_2			Transcriptional activator NphR
AMADFCGA_02729	CDS	2901	mdtC_3			Multidrug resistance protein MdtC
AMADFCGA_02730	CDS	1629				hypothetical protein
AMADFCGA_02731	CDS	759	rppH_2	3.6.1.-		RNA pyrophosphohydrolase
AMADFCGA_02732	CDS	1179				hypothetical protein
AMADFCGA_02733	CDS	441	tspO		COG3476	Tryptophan-rich sensory protein
AMADFCGA_02734	CDS	684				hypothetical protein
AMADFCGA_02735	CDS	1086	thrB_2	2.7.1.39		Homoserine kinase
AMADFCGA_02736	CDS	1356	tpa	2.6.1.77	COG0161	Taurine--pyruvate aminotransferase
AMADFCGA_02737	CDS	669				hypothetical protein
AMADFCGA_02738	CDS	1326	abo_3	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
AMADFCGA_02739	CDS	1071	metXA_2	2.3.1.46		Homoserine O-acetyltransferase
AMADFCGA_02740	CDS	606				hypothetical protein
AMADFCGA_02741	CDS	465				hypothetical protein
AMADFCGA_02742	CDS	1383	idnT		COG2610	Gnt-II system L-idonate transporter
AMADFCGA_02743	CDS	396				hypothetical protein
AMADFCGA_02744	CDS	456				hypothetical protein
AMADFCGA_02745	CDS	1149				hypothetical protein
AMADFCGA_02746	CDS	315				hypothetical protein
AMADFCGA_02747	CDS	234				hypothetical protein
AMADFCGA_02748	CDS	192				hypothetical protein
AMADFCGA_02749	CDS	603				hypothetical protein
AMADFCGA_02750	CDS	153				hypothetical protein
AMADFCGA_02751	CDS	510	proQ			RNA chaperone ProQ
AMADFCGA_02752	CDS	1191				hypothetical protein
AMADFCGA_02753	CDS	1737				hypothetical protein
AMADFCGA_02754	CDS	216				hypothetical protein
AMADFCGA_02755	CDS	1167				hypothetical protein
AMADFCGA_02756	CDS	1266				hypothetical protein
AMADFCGA_02757	CDS	1986				hypothetical protein
AMADFCGA_02758	CDS	1875	rep_4	3.6.4.12		ATP-dependent DNA helicase Rep
AMADFCGA_02759	CDS	2313				hypothetical protein
AMADFCGA_02760	CDS	3795				hypothetical protein
AMADFCGA_02761	CDS	903				hypothetical protein
AMADFCGA_02762	CDS	819	xerC_5			Tyrosine recombinase XerC
AMADFCGA_02763	CDS	837	phzF	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
AMADFCGA_02764	CDS	528				hypothetical protein
AMADFCGA_02765	CDS	900	cynR_1			HTH-type transcriptional regulator CynR
AMADFCGA_02766	CDS	1293	citN_2		COG2851	Citrate transporter
AMADFCGA_02767	CDS	1365				hypothetical protein
AMADFCGA_02768	CDS	363				hypothetical protein
AMADFCGA_02769	CDS	738	lutR_2		COG2186	HTH-type transcriptional regulator LutR
AMADFCGA_02770	CDS	1017	dppD_1		COG0444	Dipeptide transport ATP-binding protein DppD
AMADFCGA_02771	CDS	1134	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
AMADFCGA_02772	CDS	1503	dppA_2		COG0747	Periplasmic dipeptide transport protein
AMADFCGA_02773	CDS	945	gsiC_3		COG0601	Glutathione transport system permease protein GsiC
AMADFCGA_02774	CDS	873	gsiD_2		COG1173	Glutathione transport system permease protein GsiD
AMADFCGA_02775	CDS	1596	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
AMADFCGA_02776	CDS	2172	mcpU		COG0840	Methyl-accepting chemotaxis protein McpU
AMADFCGA_02777	CDS	660				hypothetical protein
AMADFCGA_02778	CDS	2214	rssB_3			Regulator of RpoS
AMADFCGA_02779	CDS	1383	gabD1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] 1
AMADFCGA_02780	CDS	1149	pntAA_1	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
AMADFCGA_02781	CDS	342				hypothetical protein
AMADFCGA_02782	CDS	1437	pntB_1	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
AMADFCGA_02783	CDS	945	adhT	1.1.1.1		Alcohol dehydrogenase
AMADFCGA_02784	CDS	1395				hypothetical protein
AMADFCGA_02785	CDS	249				hypothetical protein
AMADFCGA_02786	CDS	1149	arnB_1	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
AMADFCGA_02787	CDS	1014	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
AMADFCGA_02788	CDS	1995	arnA			Bifunctional polymyxin resistance protein ArnA
AMADFCGA_02789	CDS	882	arnD	3.5.1.-		putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
AMADFCGA_02790	CDS	1650	arnT_1	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
AMADFCGA_02791	CDS	333	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
AMADFCGA_02792	CDS	435	arnF			putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
AMADFCGA_02793	CDS	1395	rkpK_1	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
AMADFCGA_02794	CDS	1482	arnT_2	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
AMADFCGA_02795	CDS	2412				hypothetical protein
AMADFCGA_02796	CDS	1020				hypothetical protein
AMADFCGA_02797	CDS	1605				Blue-light-activated protein
AMADFCGA_02798	CDS	2163	btuB_3			Vitamin B12 transporter BtuB
AMADFCGA_02799	CDS	549	puuR_3			HTH-type transcriptional regulator PuuR
AMADFCGA_02800	CDS	750	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
AMADFCGA_02801	CDS	888				hypothetical protein
AMADFCGA_02802	CDS	1065	tsaM1	1.14.14.-		Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1
AMADFCGA_02803	CDS	951	pht2	1.14.12.7		Phthalate 4,5-dioxygenase oxygenase reductase subunit
AMADFCGA_02804	CDS	711				hypothetical protein
AMADFCGA_02805	CDS	1971				hypothetical protein
AMADFCGA_02806	CDS	684				hypothetical protein
AMADFCGA_02807	CDS	900	hcaR			Hca operon transcriptional activator HcaR
AMADFCGA_02808	CDS	1377	abaQ_2			Quinolone resistance transporter
AMADFCGA_02809	CDS	1275	gudD_1	4.2.1.40	COG4948	Glucarate dehydratase
AMADFCGA_02810	CDS	1665	pqiB_1		COG3008	Intermembrane transport protein PqiB
AMADFCGA_02811	CDS	618				hypothetical protein
AMADFCGA_02812	CDS	144				hypothetical protein
AMADFCGA_02813	CDS	126				hypothetical protein
AMADFCGA_02814	CDS	216				hypothetical protein
AMADFCGA_02815	CDS	834	glnH_2		COG0834	ABC transporter glutamine-binding protein GlnH
AMADFCGA_02816	CDS	738	glnQ_5			Glutamine transport ATP-binding protein GlnQ
AMADFCGA_02817	CDS	741	yhdY_2		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
AMADFCGA_02818	CDS	702	gltJ_1		COG0765	Glutamate/aspartate import permease protein GltJ
AMADFCGA_02819	CDS	753		1.-.-.-	COG4221	putative oxidoreductase
AMADFCGA_02820	CDS	771	pxpA_2	3.5.2.9	COG1540	5-oxoprolinase subunit A
AMADFCGA_02821	CDS	423				hypothetical protein
AMADFCGA_02822	CDS	972	pxpC_1	3.5.2.9	COG1984	5-oxoprolinase subunit C
AMADFCGA_02823	CDS	672	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
AMADFCGA_02824	CDS	1353	accC_1	6.3.4.14	COG0439	Biotin carboxylase
AMADFCGA_02825	CDS	447	accB_1		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
AMADFCGA_02826	CDS	912	oxyR_2			Hydrogen peroxide-inducible genes activator
AMADFCGA_02827	CDS	1209	aatA	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
AMADFCGA_02828	CDS	1593	bmr3			Multidrug resistance protein 3
AMADFCGA_02829	CDS	1332	nicP_3			Porin-like protein NicP
AMADFCGA_02830	CDS	309	ycnE	1.-.-.-	COG1359	Putative monooxygenase YcnE
AMADFCGA_02831	CDS	1185				hypothetical protein
AMADFCGA_02832	CDS	582				hypothetical protein
AMADFCGA_02833	CDS	975	pxpC_2	3.5.2.9	COG1984	5-oxoprolinase subunit C
AMADFCGA_02834	CDS	873				hypothetical protein
AMADFCGA_02835	CDS	756	pxpA_3	3.5.2.9		5-oxoprolinase subunit A
AMADFCGA_02836	CDS	918	gltR_2		COG0583	HTH-type transcriptional regulator GltR
AMADFCGA_02837	CDS	936	pgrR_2			HTH-type transcriptional regulator PgrR
AMADFCGA_02838	CDS	405	yjgH_2		COG0251	RutC family protein YjgH
AMADFCGA_02839	CDS	342				hypothetical protein
AMADFCGA_02840	CDS	1251	pcaF_1	2.3.1.174	COG0183	Beta-ketoadipyl-CoA thiolase
AMADFCGA_02841	CDS	1881	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
AMADFCGA_02842	CDS	1449	vdh	1.2.1.67		Vanillin dehydrogenase
AMADFCGA_02843	CDS	831		4.1.2.41		Hydroxycinnamoyl-CoA hydratase-lyase
AMADFCGA_02844	CDS	489	slyA_2			Transcriptional regulator SlyA
AMADFCGA_02845	CDS	1323	nicP_4			Porin-like protein NicP
AMADFCGA_02846	CDS	1221	mhpT			3-(3-hydroxy-phenyl)propionate transporter
AMADFCGA_02847	CDS	948				hypothetical protein
AMADFCGA_02848	CDS	768	calA	1.1.1.194		Coniferyl-alcohol dehydrogenase
AMADFCGA_02849	CDS	1482	xylC	1.2.1.28		Benzaldehyde dehydrogenase [NAD(+)]
AMADFCGA_02850	CDS	1764	mopR			Phenol regulator MopR
AMADFCGA_02851	CDS	2064				hypothetical protein
AMADFCGA_02852	CDS	516				hypothetical protein
AMADFCGA_02853	CDS	300	gltR_3		COG0583	HTH-type transcriptional regulator GltR
AMADFCGA_02854	CDS	606	inhA	4.2.1.103		Isonitrile hydratase
AMADFCGA_02855	CDS	954	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
AMADFCGA_02856	CDS	1191	estB_2	3.1.1.-	COG1680	Esterase EstB
AMADFCGA_02857	CDS	1155	mdh	1.1.1.244		NAD-dependent methanol dehydrogenase
AMADFCGA_02858	CDS	645	rhtC_2		COG1280	Threonine efflux protein
AMADFCGA_02859	CDS	1749				hypothetical protein
AMADFCGA_02860	CDS	2163	ala	1.4.1.1		Alanine dehydrogenase
AMADFCGA_02861	CDS	1302	pvdA	1.14.13.195	COG3486	L-ornithine N(5)-monooxygenase
AMADFCGA_02862	CDS	981				hypothetical protein
AMADFCGA_02863	CDS	1155	soxA_2	1.5.3.1		Monomeric sarcosine oxidase
AMADFCGA_02864	CDS	1500				hypothetical protein
AMADFCGA_02865	CDS	393				hypothetical protein
AMADFCGA_02866	CDS	966	xerC_6			Tyrosine recombinase XerC
AMADFCGA_02867	CDS	465				hypothetical protein
AMADFCGA_02868	CDS	984	acuI	1.3.1.84	COG0604	Acrylyl-CoA reductase AcuI
AMADFCGA_02869	CDS	660	acuR			Transcriptional regulator AcuR
AMADFCGA_02870	CDS	1080	nmoA	1.13.12.-	COG2070	Nitronate monooxygenase
AMADFCGA_02871	CDS	768	modA		COG0725	Molybdate-binding protein ModA
AMADFCGA_02872	CDS	681	cysW_2		COG4208	Sulfate transport system permease protein CysW
AMADFCGA_02873	CDS	1089	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
AMADFCGA_02874	CDS	1071				hypothetical protein
AMADFCGA_02875	tRNA	86				tRNA-Leu(taa)
AMADFCGA_02876	CDS	363				hypothetical protein
AMADFCGA_02877	CDS	273				hypothetical protein
AMADFCGA_02878	CDS	168				hypothetical protein
AMADFCGA_02879	CDS	348				hypothetical protein
AMADFCGA_02880	CDS	684				hypothetical protein
AMADFCGA_02881	CDS	177				hypothetical protein
AMADFCGA_02882	CDS	357				hypothetical protein
AMADFCGA_02883	CDS	1803				hypothetical protein
AMADFCGA_02884	CDS	657				hypothetical protein
AMADFCGA_02885	CDS	117				hypothetical protein
AMADFCGA_02886	CDS	243				hypothetical protein
AMADFCGA_02887	CDS	117				hypothetical protein
AMADFCGA_02888	CDS	123				hypothetical protein
AMADFCGA_02889	CDS	225				hypothetical protein
AMADFCGA_02890	CDS	720				hypothetical protein
AMADFCGA_02891	CDS	2937				hypothetical protein
AMADFCGA_02892	CDS	732	gbpA			GlcNAc-binding protein A
AMADFCGA_02893	CDS	387				hypothetical protein
AMADFCGA_02894	CDS	1014	vldW_2	1.14.11.52		Validamycin A dioxygenase
AMADFCGA_02895	CDS	639	rutB_4	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
AMADFCGA_02896	CDS	198				hypothetical protein
AMADFCGA_02897	CDS	327				hypothetical protein
AMADFCGA_02898	tRNA	74				tRNA-Cys(gca)
AMADFCGA_02899	CDS	1311		3.1.1.102		Mono(2-hydroxyethyl) terephthalate hydrolase
AMADFCGA_02900	CDS	465				hypothetical protein
AMADFCGA_02901	CDS	1410	oprM_5		COG1538	Outer membrane protein OprM
AMADFCGA_02902	CDS	3147	mexB_2		COG0841	Multidrug resistance protein MexB
AMADFCGA_02903	CDS	1203	mexA			Multidrug resistance protein MexA
AMADFCGA_02904	CDS	1392	baeS_1	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
AMADFCGA_02905	CDS	684	baeR_1		COG0745	Transcriptional regulatory protein BaeR
AMADFCGA_02906	CDS	1401	dmoA_2	1.14.13.131		Dimethyl-sulfide monooxygenase
AMADFCGA_02907	CDS	441				hypothetical protein
AMADFCGA_02908	CDS	1224	soxC_1			Dibenzothiophene desulfurization enzyme C
AMADFCGA_02909	CDS	1239	soxC_2			Dibenzothiophene desulfurization enzyme C
AMADFCGA_02910	CDS	987	yjfF			Inner membrane ABC transporter permease protein YjfF
AMADFCGA_02911	CDS	1005	rbsC_4		COG1172	Ribose import permease protein RbsC
AMADFCGA_02912	CDS	1572	mglA_3	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
AMADFCGA_02913	CDS	1005	rbsB_3		COG1879	Ribose import binding protein RbsB
AMADFCGA_02914	CDS	1629				hypothetical protein
AMADFCGA_02915	CDS	141				hypothetical protein
AMADFCGA_02916	CDS	429				hypothetical protein
AMADFCGA_02917	CDS	438				hypothetical protein
AMADFCGA_02918	CDS	1176	xylR			Xylose operon regulatory protein
AMADFCGA_02919	CDS	1317	xylA	5.3.1.5	COG2115	Xylose isomerase
AMADFCGA_02920	CDS	1002	xylF		COG4213	D-xylose-binding periplasmic protein
AMADFCGA_02921	CDS	1557	xylG	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
AMADFCGA_02922	CDS	1137	xylH		COG4214	Xylose transport system permease protein XylH
AMADFCGA_02923	CDS	435	amnD	3.5.99.5		2-aminomuconate deaminase
AMADFCGA_02924	CDS	1584		1.4.3.2	COG1231	L-amino acid oxidase
AMADFCGA_02925	CDS	930				hypothetical protein
AMADFCGA_02926	CDS	786	tcyC_2	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
AMADFCGA_02927	CDS	990				hypothetical protein
AMADFCGA_02928	CDS	2448	btuB_4			Vitamin B12 transporter BtuB
AMADFCGA_02929	CDS	669				hypothetical protein
AMADFCGA_02930	CDS	459				hypothetical protein
AMADFCGA_02931	tRNA	76				tRNA-Gly(gcc)
AMADFCGA_02932	CDS	561	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
AMADFCGA_02933	CDS	1824	uvrC		COG0322	UvrABC system protein C
AMADFCGA_02934	CDS	588	gacA			Response regulator GacA
AMADFCGA_02935	CDS	363				hypothetical protein
AMADFCGA_02936	CDS	234				hypothetical protein
AMADFCGA_02937	CDS	1083	aroF_2	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
AMADFCGA_02938	CDS	282	ppiC_1	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
AMADFCGA_02939	CDS	1869	appA_2			Oligopeptide-binding protein AppA
AMADFCGA_02940	CDS	1065	yejB_3		COG4174	Inner membrane ABC transporter permease protein YejB
AMADFCGA_02941	CDS	1026	yejE_3		COG4239	Inner membrane ABC transporter permease protein YejE
AMADFCGA_02942	CDS	1578	yejF_3		COG4172	putative ABC transporter ATP-binding protein YejF
AMADFCGA_02943	CDS	1170	pilT_3		COG2805	Twitching mobility protein
AMADFCGA_02944	CDS	276	ppiC_2	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
AMADFCGA_02945	CDS	336	pgm_1	5.4.2.2	COG0033	Phosphoglucomutase
AMADFCGA_02946	CDS	1068	pgm_2	5.4.2.2	COG0033	Phosphoglucomutase
AMADFCGA_02947	CDS	1293	dinG_1	3.6.4.12		ATP-dependent DNA helicase DinG
AMADFCGA_02948	CDS	744				hypothetical protein
AMADFCGA_02949	CDS	321				hypothetical protein
AMADFCGA_02950	CDS	1407	norG_3		COG1167	HTH-type transcriptional regulator NorG
AMADFCGA_02951	CDS	1503				hypothetical protein
AMADFCGA_02952	CDS	1023	qorA_3	1.6.5.5	COG0604	Quinone oxidoreductase 1
AMADFCGA_02953	CDS	915	leuO			HTH-type transcriptional regulator LeuO
AMADFCGA_02954	CDS	5139	rep_5	3.6.4.12		ATP-dependent DNA helicase Rep
AMADFCGA_02955	CDS	945	cdhR_2		COG4977	HTH-type transcriptional regulator CdhR
AMADFCGA_02956	CDS	945				hypothetical protein
AMADFCGA_02957	CDS	888	kce	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
AMADFCGA_02958	CDS	966	lcdH_1	1.1.1.108	COG1250	L-carnitine dehydrogenase
AMADFCGA_02959	CDS	477	lcdH_2	1.1.1.108		L-carnitine dehydrogenase
AMADFCGA_02960	CDS	843				hypothetical protein
AMADFCGA_02961	CDS	1014	draG	3.2.2.24	COG1397	ADP-ribosyl-[dinitrogen reductase] glycohydrolase
AMADFCGA_02962	CDS	1470				hypothetical protein
AMADFCGA_02963	CDS	927	rbsK_3	2.7.1.15	COG0524	Ribokinase
AMADFCGA_02964	CDS	801				hypothetical protein
AMADFCGA_02965	CDS	540				hypothetical protein
AMADFCGA_02966	CDS	345				hypothetical protein
AMADFCGA_02967	CDS	108				hypothetical protein
AMADFCGA_02968	CDS	1206	nepI_2		COG2814	Purine ribonucleoside efflux pump NepI
AMADFCGA_02969	CDS	627	comR			HTH-type transcriptional repressor ComR
AMADFCGA_02970	CDS	1854	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
AMADFCGA_02971	CDS	873	yofA_2		COG0583	HTH-type transcriptional regulator YofA
AMADFCGA_02972	CDS	426				hypothetical protein
AMADFCGA_02973	CDS	876	rcnA		COG2215	Nickel/cobalt efflux system RcnA
AMADFCGA_02974	CDS	294	csoR		COG1937	Copper-sensing transcriptional repressor CsoR
AMADFCGA_02975	CDS	1113		1.-.-.-		NADH oxidase
AMADFCGA_02976	CDS	885	dmlR_8			HTH-type transcriptional regulator DmlR
