locus_tag	ftype	length_bp	gene	EC_number	COG	product
INPMIPDD_02480	CDS	1023	adh_2	1.1.1.1		Alcohol dehydrogenase
INPMIPDD_02481	CDS	855				hypothetical protein
INPMIPDD_02482	CDS	1995	mdtC_2			Multidrug resistance protein MdtC
INPMIPDD_02483	CDS	813				hypothetical protein
INPMIPDD_02484	CDS	864				IS66 family transposase ISPsy43
INPMIPDD_02485	CDS	1179				hypothetical protein
INPMIPDD_02486	CDS	441	tspO		COG3476	Tryptophan-rich sensory protein
INPMIPDD_02487	CDS	684				hypothetical protein
INPMIPDD_02488	CDS	1086	thrB_2	2.7.1.39		Homoserine kinase
INPMIPDD_02489	CDS	1356	tpa	2.6.1.77	COG0161	Taurine--pyruvate aminotransferase
INPMIPDD_02490	CDS	669				hypothetical protein
INPMIPDD_02491	CDS	1326	abo_3	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
INPMIPDD_02492	CDS	1071	metXA_2	2.3.1.46		Homoserine O-acetyltransferase
INPMIPDD_02493	CDS	606				hypothetical protein
INPMIPDD_02494	CDS	702	fzlA			FtsZ-localized protein A
INPMIPDD_02495	CDS	1383	gntT_2		COG2610	High-affinity gluconate transporter
INPMIPDD_02496	CDS	396				hypothetical protein
INPMIPDD_02497	CDS	465				hypothetical protein
INPMIPDD_02498	CDS	369				hypothetical protein
INPMIPDD_02499	CDS	837	phzF_1	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
INPMIPDD_02500	CDS	942	cynR_2			HTH-type transcriptional regulator CynR
INPMIPDD_02501	CDS	1293	citN_2		COG2851	Citrate transporter
INPMIPDD_02502	CDS	1365				hypothetical protein
INPMIPDD_02503	CDS	363				hypothetical protein
INPMIPDD_02504	CDS	738	lutR_2		COG2186	HTH-type transcriptional regulator LutR
INPMIPDD_02505	CDS	1017	oppD_3		COG0444	Oligopeptide transport ATP-binding protein OppD
INPMIPDD_02506	CDS	1134	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
INPMIPDD_02507	CDS	1503	dppA_2		COG0747	Periplasmic dipeptide transport protein
INPMIPDD_02508	CDS	945	gsiC_3		COG0601	Glutathione transport system permease protein GsiC
INPMIPDD_02509	CDS	873	gsiD_2		COG1173	Glutathione transport system permease protein GsiD
INPMIPDD_02510	CDS	1596	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
INPMIPDD_02511	CDS	1395				hypothetical protein
INPMIPDD_02512	CDS	411				hypothetical protein
INPMIPDD_02513	CDS	1149	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
INPMIPDD_02514	CDS	1014	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
INPMIPDD_02515	CDS	1995	arnA			Bifunctional polymyxin resistance protein ArnA
INPMIPDD_02516	CDS	882	arnD	3.5.1.-		putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
INPMIPDD_02517	CDS	1650	arnT_1	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
INPMIPDD_02518	CDS	345	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
INPMIPDD_02519	CDS	405	arnF			putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
INPMIPDD_02520	CDS	1395	rkpK_1	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
INPMIPDD_02521	CDS	1524	arnT_2	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
INPMIPDD_02522	CDS	1020				hypothetical protein
INPMIPDD_02523	CDS	1605				Blue-light-activated protein
INPMIPDD_02524	CDS	1143				hypothetical protein
INPMIPDD_02525	CDS	1182	rfbD_2	5.4.99.9		UDP-galactopyranose mutase
INPMIPDD_02526	CDS	1185				hypothetical protein
INPMIPDD_02527	CDS	1029	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
INPMIPDD_02528	CDS	549	puuR_3			HTH-type transcriptional regulator PuuR
INPMIPDD_02529	CDS	750	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
INPMIPDD_02530	CDS	888				hypothetical protein
INPMIPDD_02531	CDS	1065	tsaM1	1.14.14.-		Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1
INPMIPDD_02532	CDS	951	pht2	1.14.12.7		Phthalate 4,5-dioxygenase oxygenase reductase subunit
INPMIPDD_02533	CDS	711				hypothetical protein
INPMIPDD_02534	CDS	1971				hypothetical protein
INPMIPDD_02535	CDS	993	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
INPMIPDD_02536	CDS	684				hypothetical protein
INPMIPDD_02537	CDS	900	hcaR			Hca operon transcriptional activator HcaR
INPMIPDD_02538	CDS	1377	abaQ_2			Quinolone resistance transporter
INPMIPDD_02539	CDS	1275	gudD_1	4.2.1.40	COG4948	Glucarate dehydratase
INPMIPDD_02540	CDS	1665	pqiB_1		COG3008	Intermembrane transport protein PqiB
INPMIPDD_02541	CDS	834	glnH_2		COG0834	ABC transporter glutamine-binding protein GlnH
INPMIPDD_02542	CDS	738	glnQ_5			Glutamine transport ATP-binding protein GlnQ
INPMIPDD_02543	CDS	741	yhdY_2		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
INPMIPDD_02544	CDS	702	gltJ_1		COG0765	Glutamate/aspartate import permease protein GltJ
INPMIPDD_02545	CDS	753		1.-.-.-	COG4221	putative oxidoreductase
INPMIPDD_02546	CDS	771	pxpA_2	3.5.2.9	COG1540	5-oxoprolinase subunit A
INPMIPDD_02547	CDS	423				hypothetical protein
INPMIPDD_02548	CDS	972	pxpC_1	3.5.2.9	COG1984	5-oxoprolinase subunit C
INPMIPDD_02549	CDS	672	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
INPMIPDD_02550	CDS	1353	accC_1	6.3.4.14	COG0439	Biotin carboxylase
INPMIPDD_02551	CDS	447	accB_1		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
INPMIPDD_02552	CDS	912	oxyR_2			Hydrogen peroxide-inducible genes activator
INPMIPDD_02553	CDS	1209	aatA	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
INPMIPDD_02554	CDS	1593	bmr3			Multidrug resistance protein 3
INPMIPDD_02555	CDS	1332	nicP_3			Porin-like protein NicP
INPMIPDD_02556	CDS	309		1.-.-.-	COG1359	Putative monooxygenase
INPMIPDD_02557	CDS	1185				hypothetical protein
INPMIPDD_02558	CDS	582				hypothetical protein
INPMIPDD_02559	CDS	975	pxpC_2	3.5.2.9	COG1984	5-oxoprolinase subunit C
INPMIPDD_02560	CDS	873				hypothetical protein
INPMIPDD_02561	CDS	756	pxpA_3	3.5.2.9		5-oxoprolinase subunit A
INPMIPDD_02562	CDS	918	gltR_2		COG0583	HTH-type transcriptional regulator GltR
INPMIPDD_02563	CDS	936	pgrR_2			HTH-type transcriptional regulator PgrR
INPMIPDD_02564	CDS	405	yjgH_2		COG0251	RutC family protein YjgH
INPMIPDD_02565	CDS	342				hypothetical protein
INPMIPDD_02566	CDS	1251	pcaF_1	2.3.1.174	COG0183	Beta-ketoadipyl-CoA thiolase
INPMIPDD_02567	CDS	1887	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
INPMIPDD_02568	CDS	1449	vdh	1.2.1.67		Vanillin dehydrogenase
INPMIPDD_02569	CDS	831		4.1.2.41		Hydroxycinnamoyl-CoA hydratase-lyase
INPMIPDD_02570	CDS	489	slyA_1			Transcriptional regulator SlyA
INPMIPDD_02571	CDS	1323	nicP_4			Porin-like protein NicP
INPMIPDD_02572	CDS	1221	mhpT			3-(3-hydroxy-phenyl)propionate transporter
INPMIPDD_02573	CDS	948				hypothetical protein
INPMIPDD_02574	CDS	768	calA	1.1.1.194		Coniferyl-alcohol dehydrogenase
INPMIPDD_02575	CDS	1482	xylC	1.2.1.28		Benzaldehyde dehydrogenase [NAD(+)]
INPMIPDD_02576	CDS	1764	mopR			Phenol regulator MopR
INPMIPDD_02577	CDS	2064				hypothetical protein
INPMIPDD_02578	CDS	516				hypothetical protein
INPMIPDD_02579	CDS	300	gltR_3		COG0583	HTH-type transcriptional regulator GltR
INPMIPDD_02580	CDS	606	inhA	4.2.1.103		Isonitrile hydratase
INPMIPDD_02581	CDS	954	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
INPMIPDD_02582	CDS	1164	estB_2	3.1.1.-	COG1680	Esterase EstB
INPMIPDD_02583	CDS	1155	mdh	1.1.1.244		NAD-dependent methanol dehydrogenase
INPMIPDD_02584	CDS	645	rhtC_2		COG1280	Threonine efflux protein
INPMIPDD_02585	CDS	1749				hypothetical protein
INPMIPDD_02586	CDS	2181	ala	1.4.1.1		Alanine dehydrogenase
INPMIPDD_02587	CDS	1320	pvdA	1.14.13.195	COG3486	L-ornithine N(5)-monooxygenase
INPMIPDD_02588	CDS	981				hypothetical protein
INPMIPDD_02589	CDS	1155	soxA_2	1.5.3.1		Monomeric sarcosine oxidase
INPMIPDD_02590	CDS	1500				hypothetical protein
INPMIPDD_02591	CDS	393				hypothetical protein
INPMIPDD_02592	CDS	966	xerC_4			Tyrosine recombinase XerC
INPMIPDD_02593	CDS	465				hypothetical protein
INPMIPDD_02594	CDS	984	acuI	1.3.1.84	COG0604	Acrylyl-CoA reductase AcuI
INPMIPDD_02595	CDS	660	acuR			Transcriptional regulator AcuR
INPMIPDD_02596	CDS	1080	nmoA	1.13.12.-	COG2070	Nitronate monooxygenase
INPMIPDD_02597	CDS	768	modA		COG0725	Molybdate-binding protein ModA
INPMIPDD_02598	CDS	681	cysT_2		COG0555	Sulfate transport system permease protein CysT
INPMIPDD_02599	CDS	1089	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
INPMIPDD_02600	CDS	1071				hypothetical protein
INPMIPDD_02601	tRNA	86				tRNA-Leu(taa)
INPMIPDD_02602	CDS	1641				hypothetical protein
INPMIPDD_02603	CDS	984				hypothetical protein
INPMIPDD_02604	CDS	1032	xecA1	4.4.1.23		2-hydroxypropyl-CoM lyase
INPMIPDD_02605	CDS	282				hypothetical protein
INPMIPDD_02606	CDS	744	gbpA			GlcNAc-binding protein A
INPMIPDD_02607	CDS	387				hypothetical protein
INPMIPDD_02608	CDS	1014	vldW_2	1.14.11.52		Validamycin A dioxygenase
INPMIPDD_02609	CDS	639	rutB_4	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
INPMIPDD_02610	CDS	378				hypothetical protein
INPMIPDD_02611	CDS	291				hypothetical protein
INPMIPDD_02612	CDS	687				hypothetical protein
INPMIPDD_02613	CDS	273				hypothetical protein
INPMIPDD_02614	CDS	186				hypothetical protein
INPMIPDD_02615	tRNA	74				tRNA-Cys(gca)
INPMIPDD_02616	CDS	1740		3.1.1.102		Mono(2-hydroxyethyl) terephthalate hydrolase
INPMIPDD_02617	CDS	612				hypothetical protein
INPMIPDD_02618	CDS	1401	dmoA_2	1.14.13.131		Dimethyl-sulfide monooxygenase
INPMIPDD_02619	CDS	441				hypothetical protein
INPMIPDD_02620	CDS	1215	soxC			Dibenzothiophene desulfurization enzyme C
INPMIPDD_02621	CDS	1239	sfnC_3	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
INPMIPDD_02622	CDS	987	yjfF			Inner membrane ABC transporter permease protein YjfF
INPMIPDD_02623	CDS	1005	rbsC_4		COG1172	Ribose import permease protein RbsC
INPMIPDD_02624	CDS	1572	mglA_3	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
INPMIPDD_02625	CDS	1005	rbsB_3		COG1879	Ribose import binding protein RbsB
INPMIPDD_02626	CDS	1629				hypothetical protein
INPMIPDD_02627	CDS	429				hypothetical protein
INPMIPDD_02628	CDS	462				hypothetical protein
INPMIPDD_02629	CDS	1188	xylR			Xylose operon regulatory protein
INPMIPDD_02630	CDS	1317	xylA	5.3.1.5	COG2115	Xylose isomerase
INPMIPDD_02631	CDS	1002	xylF		COG4213	D-xylose-binding periplasmic protein
INPMIPDD_02632	CDS	1557	xylG	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
INPMIPDD_02633	CDS	1137	xylH		COG4214	Xylose transport system permease protein XylH
INPMIPDD_02634	CDS	435	amnD	3.5.99.5		2-aminomuconate deaminase
INPMIPDD_02635	CDS	1584		1.4.3.2	COG1231	L-amino acid oxidase
INPMIPDD_02636	CDS	930				hypothetical protein
INPMIPDD_02637	CDS	786	tcyC_2	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
INPMIPDD_02638	CDS	990				hypothetical protein
INPMIPDD_02639	CDS	2448	btuB_3			Vitamin B12 transporter BtuB
INPMIPDD_02640	CDS	1995	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
INPMIPDD_02641	CDS	1023	iolG_2	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
INPMIPDD_02642	CDS	789	otnI_2	5.3.1.35	COG3622	2-oxo-tetronate isomerase
INPMIPDD_02643	CDS	927	thpA_2		COG1879	D-threitol-binding protein
INPMIPDD_02644	CDS	669	paoA_2	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
INPMIPDD_02645	CDS	951	paoB_2	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
INPMIPDD_02646	CDS	2211	paoC_2	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
INPMIPDD_02647	CDS	915	pgrR_3			HTH-type transcriptional regulator PgrR
INPMIPDD_02648	CDS	705				hypothetical protein
INPMIPDD_02649	CDS	906	pikAII_2	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA2, modules 3 and 4
INPMIPDD_02650	CDS	711	birA_1	6.3.4.15		Bifunctional ligase/repressor BirA
INPMIPDD_02651	CDS	486				hypothetical protein
INPMIPDD_02652	tRNA	76				tRNA-Gly(gcc)
INPMIPDD_02653	CDS	561	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
INPMIPDD_02654	CDS	1824	uvrC		COG0322	UvrABC system protein C
INPMIPDD_02655	CDS	588	gacA			Response regulator GacA
INPMIPDD_02656	CDS	363				hypothetical protein
INPMIPDD_02657	CDS	231				hypothetical protein
INPMIPDD_02658	CDS	1083	aroF_2	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
INPMIPDD_02659	CDS	282	ppiC_1	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
INPMIPDD_02660	CDS	1869	appA_2			Oligopeptide-binding protein AppA
INPMIPDD_02661	CDS	1062	yejB_3		COG4174	Inner membrane ABC transporter permease protein YejB
INPMIPDD_02662	CDS	1026	yejE_3		COG4239	Inner membrane ABC transporter permease protein YejE
INPMIPDD_02663	CDS	1578	yejF_3		COG4172	putative ABC transporter ATP-binding protein YejF
INPMIPDD_02664	CDS	1170	pilT_2		COG2805	Twitching mobility protein
INPMIPDD_02665	CDS	276	ppiC_2	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
INPMIPDD_02666	CDS	1647	pgm	5.4.2.2	COG0033	Phosphoglucomutase
INPMIPDD_02667	CDS	2328	dinG_1	3.6.4.12		ATP-dependent DNA helicase DinG
INPMIPDD_02668	CDS	1407				hypothetical protein
INPMIPDD_02669	CDS	1596				hypothetical protein
INPMIPDD_02670	CDS	1023	qorA_2	1.6.5.5	COG0604	Quinone oxidoreductase 1
INPMIPDD_02671	CDS	915	leuO			HTH-type transcriptional regulator LeuO
INPMIPDD_02672	CDS	1269	intS_1		COG0582	Prophage integrase IntS
INPMIPDD_02673	CDS	243				hypothetical protein
INPMIPDD_02674	CDS	636				hypothetical protein
INPMIPDD_02675	CDS	471				hypothetical protein
INPMIPDD_02676	CDS	900				hypothetical protein
INPMIPDD_02677	CDS	936	etfA_2		COG2025	Electron transfer flavoprotein subunit alpha
INPMIPDD_02678	CDS	750	etfB_2			Electron transfer flavoprotein subunit beta
INPMIPDD_02679	CDS	2037	stcD_1	1.-.-.-		putative N-methylproline demethylase
INPMIPDD_02680	CDS	1125	frmA_2	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
INPMIPDD_02681	CDS	384				hypothetical protein
INPMIPDD_02682	CDS	786	proC_2	1.5.1.2		Pyrroline-5-carboxylate reductase
INPMIPDD_02683	CDS	705				hypothetical protein
INPMIPDD_02684	CDS	849	opuAB_1		COG4176	Glycine betaine transport system permease protein OpuAB
INPMIPDD_02685	CDS	1248	opuAA	7.6.2.9	COG4175	Glycine betaine transport ATP-binding protein OpuAA
INPMIPDD_02686	CDS	1257		1.14.13.239		Carnitine monooxygenase oxygenase subunit
INPMIPDD_02687	CDS	1137		1.-.-.-	COG1018	NADPH oxidoreductase
INPMIPDD_02688	CDS	915	gcvA_4			Glycine cleavage system transcriptional activator
INPMIPDD_02689	CDS	444				hypothetical protein
INPMIPDD_02690	CDS	1944	pctB		COG0840	Methyl-accepting chemotaxis protein PctB
INPMIPDD_02691	CDS	2451	abo_4	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
INPMIPDD_02692	CDS	858	purU_2	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
INPMIPDD_02693	CDS	939	etfA_3		COG2025	Electron transfer flavoprotein subunit alpha
INPMIPDD_02694	CDS	750	etfB_3			Electron transfer flavoprotein subunit beta
INPMIPDD_02695	CDS	1692		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
INPMIPDD_02696	CDS	876	perR_2			HTH-type transcriptional regulator PerR
INPMIPDD_02697	CDS	927	folD_3		COG0190	Bifunctional protein FolD protein
INPMIPDD_02698	CDS	1497	bauC_2	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
INPMIPDD_02699	CDS	1197	fdhA_2	1.2.1.46		Glutathione-independent formaldehyde dehydrogenase
INPMIPDD_02700	CDS	633				hypothetical protein
INPMIPDD_02701	CDS	1131	kshB_1	1.14.15.30		3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
INPMIPDD_02702	CDS	1257		1.14.13.239		Carnitine monooxygenase oxygenase subunit
INPMIPDD_02703	CDS	933	ampR			HTH-type transcriptional activator AmpR
INPMIPDD_02704	CDS	852				hypothetical protein
INPMIPDD_02705	CDS	549	ywrO	1.6.99.-	COG2249	General stress protein 14
INPMIPDD_02706	CDS	1476	gbsA	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
INPMIPDD_02707	CDS	837	opuAB_2		COG4176	Glycine betaine transport system permease protein OpuAB
INPMIPDD_02708	CDS	840	opuAB_3		COG4176	Glycine betaine transport system permease protein OpuAB
INPMIPDD_02709	CDS	1089	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
INPMIPDD_02710	CDS	876	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
INPMIPDD_02711	CDS	1338	puuB_4	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
INPMIPDD_02712	CDS	567				hypothetical protein
INPMIPDD_02713	CDS	603				hypothetical protein
INPMIPDD_02714	CDS	288				hypothetical protein
INPMIPDD_02715	CDS	1065	yajO_2	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
INPMIPDD_02716	CDS	597	fldP			Flavodoxin FldP
INPMIPDD_02717	CDS	906	dmlR_10			HTH-type transcriptional regulator DmlR
INPMIPDD_02718	CDS	696				hypothetical protein
INPMIPDD_02719	CDS	603	sutR_1		COG1396	HTH-type transcriptional regulator SutR
INPMIPDD_02720	CDS	735				hypothetical protein
INPMIPDD_02721	CDS	1134	hpxO	1.14.13.113	COG0654	FAD-dependent urate hydroxylase
INPMIPDD_02722	CDS	1470	davD_3	1.2.1.-	COG1012	Glutarate-semialdehyde dehydrogenase
INPMIPDD_02723	CDS	1017				hypothetical protein
INPMIPDD_02724	CDS	1011		1.5.1.49	COG2423	Delta(1)-pyrroline-2-carboxylate reductase
INPMIPDD_02725	CDS	951	cynR_3			HTH-type transcriptional regulator CynR
INPMIPDD_02726	CDS	732	lutR_3		COG2186	HTH-type transcriptional regulator LutR
INPMIPDD_02727	CDS	786	kynB	3.5.1.9		Kynurenine formamidase
INPMIPDD_02728	CDS	1008	denD	1.1.1.410	COG0451	D-erythronate dehydrogenase
INPMIPDD_02729	CDS	993				hypothetical protein
INPMIPDD_02730	CDS	573				hypothetical protein
INPMIPDD_02731	CDS	951	pcpD	1.1.1.404	COG1018	Tetrachlorobenzoquinone reductase
INPMIPDD_02732	CDS	1038	cndA	1.14.15.23		Chloroacetanilide N-alkylformylase, oxygenase component
INPMIPDD_02733	CDS	1200	tetA			Tetracycline resistance protein, class C
INPMIPDD_02734	CDS	117				hypothetical protein
INPMIPDD_02735	CDS	2532				hypothetical protein
INPMIPDD_02736	CDS	1104	hcf136_2			Ycf48-like protein
INPMIPDD_02737	CDS	1365				putative protein
INPMIPDD_02738	CDS	1680				hypothetical protein
INPMIPDD_02739	CDS	1125	auaG	1.14.13.222		Aurachin C monooxygenase/isomerase
INPMIPDD_02740	CDS	363				hypothetical protein
INPMIPDD_02741	CDS	939				hypothetical protein
INPMIPDD_02742	CDS	915	nodD2_1			Nodulation protein D 2
INPMIPDD_02743	CDS	1932				hypothetical protein
INPMIPDD_02744	CDS	1158		3.7.1.19		2,6-dihydropseudooxynicotine hydrolase
INPMIPDD_02745	CDS	840				hypothetical protein
INPMIPDD_02746	CDS	813				hypothetical protein
INPMIPDD_02747	CDS	309				hypothetical protein
INPMIPDD_02748	CDS	879				hypothetical protein
INPMIPDD_02749	CDS	384				hypothetical protein
INPMIPDD_02750	CDS	330				hypothetical protein
INPMIPDD_02751	CDS	963	traC	2.7.7.-		DNA primase TraC
INPMIPDD_02752	CDS	285				hypothetical protein
INPMIPDD_02753	CDS	333				hypothetical protein
INPMIPDD_02754	CDS	1296				IS66 family transposase ISPpu19
INPMIPDD_02755	CDS	2037				IS66 family transposase ISPsy43
INPMIPDD_02756	CDS	2997				hypothetical protein
INPMIPDD_02757	CDS	1602				hypothetical protein
INPMIPDD_02758	CDS	495				hypothetical protein
INPMIPDD_02759	CDS	210				hypothetical protein
INPMIPDD_02760	CDS	1455				hypothetical protein
INPMIPDD_02761	CDS	924				hypothetical protein
INPMIPDD_02762	CDS	504				hypothetical protein
INPMIPDD_02763	CDS	384				hypothetical protein
INPMIPDD_02764	CDS	222				hypothetical protein
INPMIPDD_02765	CDS	345				hypothetical protein
INPMIPDD_02766	CDS	96				hypothetical protein
INPMIPDD_02767	CDS	693				hypothetical protein
INPMIPDD_02768	CDS	945	cdhR_2		COG4977	HTH-type transcriptional regulator CdhR
INPMIPDD_02769	CDS	945				hypothetical protein
INPMIPDD_02770	CDS	888	kce_2	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
INPMIPDD_02771	CDS	966	lcdH_1	1.1.1.108	COG1250	L-carnitine dehydrogenase
INPMIPDD_02772	CDS	477	lcdH_2	1.1.1.108		L-carnitine dehydrogenase
INPMIPDD_02773	CDS	720				hypothetical protein
INPMIPDD_02774	CDS	1014	draG	3.2.2.24	COG1397	ADP-ribosyl-[dinitrogen reductase] glycohydrolase
INPMIPDD_02775	CDS	1470				hypothetical protein
INPMIPDD_02776	CDS	927	rbsK_3	2.7.1.15	COG0524	Ribokinase
INPMIPDD_02777	CDS	1296				hypothetical protein
INPMIPDD_02778	CDS	318				hypothetical protein
INPMIPDD_02779	CDS	108				hypothetical protein
INPMIPDD_02780	CDS	1206	nepI_2		COG2814	Purine ribonucleoside efflux pump NepI
INPMIPDD_02781	CDS	633	comR			HTH-type transcriptional repressor ComR
INPMIPDD_02782	CDS	1854	btuD_9	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
INPMIPDD_02783	CDS	873	yofA_2		COG0583	HTH-type transcriptional regulator YofA
INPMIPDD_02784	CDS	426				hypothetical protein
INPMIPDD_02785	CDS	894	rcnA		COG2215	Nickel/cobalt efflux system RcnA
INPMIPDD_02786	CDS	294	csoR		COG1937	Copper-sensing transcriptional repressor CsoR
INPMIPDD_02787	CDS	582	nemR			HTH-type transcriptional repressor NemR
INPMIPDD_02788	CDS	1104	nemA_2	1.3.1.-	COG1902	N-ethylmaleimide reductase
INPMIPDD_02789	CDS	114				hypothetical protein
INPMIPDD_02790	CDS	387				hypothetical protein
INPMIPDD_02791	CDS	657	yhfK	4.-.-.-	COG0702	putative sugar epimerase YhfK
INPMIPDD_02792	CDS	1098		1.-.-.-		NADH oxidase
INPMIPDD_02793	CDS	903	dmlR_11			HTH-type transcriptional regulator DmlR
INPMIPDD_02794	CDS	873	glnH_3		COG0834	ABC transporter glutamine-binding protein GlnH
INPMIPDD_02795	CDS	762	artM		COG1126	Arginine transport ATP-binding protein ArtM
INPMIPDD_02796	CDS	660	artQ_1		COG0765	Arginine transport system permease protein ArtQ
INPMIPDD_02797	CDS	666	yxeN_1			putative amino-acid permease protein YxeN
INPMIPDD_02798	CDS	1632	cntA			Metal-staphylopine-binding protein CntA
INPMIPDD_02799	CDS	951	nikB		COG0601	Nickel transport system permease protein NikB
INPMIPDD_02800	CDS	933	ddpC_2		COG1173	putative D,D-dipeptide transport system permease protein DdpC
INPMIPDD_02801	CDS	1644	gsiA_2	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
INPMIPDD_02802	CDS	873			COG0834	putative amino-acid ABC transporter-binding protein
INPMIPDD_02803	CDS	678	yecS_4		COG0765	L-cystine transport system permease protein YecS
INPMIPDD_02804	CDS	651	yxeN_2			putative amino-acid permease protein YxeN
INPMIPDD_02805	CDS	798	glnQ_6	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
INPMIPDD_02806	CDS	1929	mcpQ_6		COG0840	Methyl-accepting chemotaxis protein McpQ
INPMIPDD_02807	CDS	1242	bepF			Efflux pump periplasmic linker BepF
INPMIPDD_02808	CDS	3192	oqxB9			multidrug efflux RND transporter permease subunit OqxB9
INPMIPDD_02809	CDS	1398	oprM_4		COG1538	Outer membrane protein OprM
INPMIPDD_02810	CDS	978	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
INPMIPDD_02811	CDS	363				hypothetical protein
INPMIPDD_02812	CDS	564				hypothetical protein
INPMIPDD_02813	CDS	522	gloA	4.4.1.5		Lactoylglutathione lyase
INPMIPDD_02814	CDS	1563	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
INPMIPDD_02815	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
INPMIPDD_02816	CDS	960	xerC_5			Tyrosine recombinase XerC
INPMIPDD_02817	CDS	1011	smc_2			Chromosome partition protein Smc
INPMIPDD_02818	CDS	1302	sasA_8	2.7.-.-		Adaptive-response sensory-kinase SasA
INPMIPDD_02819	CDS	1359	garB	1.8.1.16		Glutathione amide reductase
INPMIPDD_02820	CDS	840	gtaB	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
INPMIPDD_02821	CDS	372				hypothetical protein
INPMIPDD_02822	CDS	354				hypothetical protein
INPMIPDD_02823	CDS	306				hypothetical protein
INPMIPDD_02824	CDS	201				hypothetical protein
INPMIPDD_02825	CDS	687	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
INPMIPDD_02826	CDS	1818		3.2.1.28	COG3387	Trehalase
