locus_tag	ftype	length_bp	gene	EC_number	COG	product
MGBLIEJO_02705	CDS	453				hypothetical protein
MGBLIEJO_02706	CDS	432				hypothetical protein
MGBLIEJO_02707	CDS	1629				hypothetical protein
MGBLIEJO_02708	CDS	1005	rbsB_3		COG1879	Ribose import binding protein RbsB
MGBLIEJO_02709	CDS	1572	mglA_2	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
MGBLIEJO_02710	CDS	1005	rbsC_3		COG1172	Ribose import permease protein RbsC
MGBLIEJO_02711	CDS	987	yjfF			Inner membrane ABC transporter permease protein YjfF
MGBLIEJO_02712	CDS	1239	sfnC_3	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
MGBLIEJO_02713	CDS	1215	soxC			Dibenzothiophene desulfurization enzyme C
MGBLIEJO_02714	CDS	441				hypothetical protein
MGBLIEJO_02715	CDS	1401	dmoA_2	1.14.13.131		Dimethyl-sulfide monooxygenase
MGBLIEJO_02716	CDS	612				hypothetical protein
MGBLIEJO_02717	CDS	1740		3.1.1.102		Mono(2-hydroxyethyl) terephthalate hydrolase
MGBLIEJO_02718	tRNA	74				tRNA-Cys(gca)
MGBLIEJO_02719	CDS	297				hypothetical protein
MGBLIEJO_02720	CDS	687				hypothetical protein
MGBLIEJO_02721	CDS	327				hypothetical protein
MGBLIEJO_02722	CDS	378				hypothetical protein
MGBLIEJO_02723	CDS	639	rutB_4	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
MGBLIEJO_02724	CDS	1014	vldW_2	1.14.11.52		Validamycin A dioxygenase
MGBLIEJO_02725	CDS	387				hypothetical protein
MGBLIEJO_02726	CDS	744	gbpA			GlcNAc-binding protein A
MGBLIEJO_02727	CDS	282				hypothetical protein
MGBLIEJO_02728	CDS	1032	xecA1	4.4.1.23		2-hydroxypropyl-CoM lyase
MGBLIEJO_02729	CDS	984				hypothetical protein
MGBLIEJO_02730	CDS	1641				hypothetical protein
MGBLIEJO_02731	tRNA	86				tRNA-Leu(taa)
MGBLIEJO_02732	CDS	1071				hypothetical protein
MGBLIEJO_02733	CDS	1089	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MGBLIEJO_02734	CDS	681	cysT_2		COG0555	Sulfate transport system permease protein CysT
MGBLIEJO_02735	CDS	768	modA		COG0725	Molybdate-binding protein ModA
MGBLIEJO_02736	CDS	1080	pnoA_2	1.13.12.-		Nitronate monooxygenase
MGBLIEJO_02737	CDS	660	acuR			Transcriptional regulator AcuR
MGBLIEJO_02738	CDS	984	acuI	1.3.1.84	COG0604	Acrylyl-CoA reductase AcuI
MGBLIEJO_02739	CDS	465				hypothetical protein
MGBLIEJO_02740	CDS	966	xerC_7			Tyrosine recombinase XerC
MGBLIEJO_02741	CDS	393				hypothetical protein
MGBLIEJO_02742	CDS	1500				hypothetical protein
MGBLIEJO_02743	CDS	1155	soxA_2	1.5.3.1		Monomeric sarcosine oxidase
MGBLIEJO_02744	CDS	981				hypothetical protein
MGBLIEJO_02745	CDS	1320	pvdA	1.14.13.195	COG3486	L-ornithine N(5)-monooxygenase
MGBLIEJO_02746	CDS	2184	ala	1.4.1.1		Alanine dehydrogenase
MGBLIEJO_02747	CDS	1749				hypothetical protein
MGBLIEJO_02748	CDS	645	rhtC_2		COG1280	Threonine efflux protein
MGBLIEJO_02749	CDS	1155	mdh	1.1.1.244		NAD-dependent methanol dehydrogenase
MGBLIEJO_02750	CDS	1191	estB_2	3.1.1.-	COG1680	Esterase EstB
MGBLIEJO_02751	CDS	954	cdhR_2		COG4977	HTH-type transcriptional regulator CdhR
MGBLIEJO_02752	CDS	606	inhA	4.2.1.103		Isonitrile hydratase
MGBLIEJO_02753	CDS	300	gltR_1		COG0583	HTH-type transcriptional regulator GltR
MGBLIEJO_02754	CDS	516				hypothetical protein
MGBLIEJO_02755	CDS	2064				hypothetical protein
MGBLIEJO_02756	CDS	1764	mopR			Phenol regulator MopR
MGBLIEJO_02757	CDS	1482	xylC	1.2.1.28		Benzaldehyde dehydrogenase [NAD(+)]
MGBLIEJO_02758	CDS	768	calA	1.1.1.194		Coniferyl-alcohol dehydrogenase
MGBLIEJO_02759	CDS	948				hypothetical protein
MGBLIEJO_02760	CDS	1221	mhpT			3-(3-hydroxy-phenyl)propionate transporter
MGBLIEJO_02761	CDS	1323	nicP_3			Porin-like protein NicP
MGBLIEJO_02762	CDS	489	slyA_1			Transcriptional regulator SlyA
MGBLIEJO_02763	CDS	831		4.1.2.41		Hydroxycinnamoyl-CoA hydratase-lyase
MGBLIEJO_02764	CDS	1449	vdh	1.2.1.67		Vanillin dehydrogenase
MGBLIEJO_02765	CDS	1887	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
MGBLIEJO_02766	CDS	1251	pcaF_1	2.3.1.174	COG0183	Beta-ketoadipyl-CoA thiolase
MGBLIEJO_02767	CDS	342				hypothetical protein
MGBLIEJO_02768	CDS	405	yjgH_2		COG0251	RutC family protein YjgH
MGBLIEJO_02769	CDS	936	pgrR_5			HTH-type transcriptional regulator PgrR
MGBLIEJO_02770	CDS	918	gltR_2		COG0583	HTH-type transcriptional regulator GltR
MGBLIEJO_02771	CDS	756	pxpA_2	3.5.2.9		5-oxoprolinase subunit A
MGBLIEJO_02772	CDS	873				hypothetical protein
MGBLIEJO_02773	CDS	975	pxpC_1	3.5.2.9	COG1984	5-oxoprolinase subunit C
MGBLIEJO_02774	CDS	582				hypothetical protein
MGBLIEJO_02775	CDS	1185				hypothetical protein
MGBLIEJO_02776	CDS	309	ycnE	1.-.-.-	COG1359	Putative monooxygenase YcnE
MGBLIEJO_02777	CDS	1332	nicP_4			Porin-like protein NicP
MGBLIEJO_02778	CDS	1593	bmr3			Multidrug resistance protein 3
MGBLIEJO_02779	CDS	1209	aatA	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
MGBLIEJO_02780	CDS	912	oxyR_2			Hydrogen peroxide-inducible genes activator
MGBLIEJO_02781	CDS	447	accB_1		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
MGBLIEJO_02782	CDS	1353	accC_1	6.3.4.14	COG0439	Biotin carboxylase
MGBLIEJO_02783	CDS	672	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
MGBLIEJO_02784	CDS	972	pxpC_2	3.5.2.9	COG1984	5-oxoprolinase subunit C
MGBLIEJO_02785	CDS	423				hypothetical protein
MGBLIEJO_02786	CDS	771	pxpA_3	3.5.2.9	COG1540	5-oxoprolinase subunit A
MGBLIEJO_02787	CDS	753	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
MGBLIEJO_02788	CDS	702	gltJ_1		COG0765	Glutamate/aspartate import permease protein GltJ
MGBLIEJO_02789	CDS	741	yhdY_2		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
MGBLIEJO_02790	CDS	738	glnQ_5			Glutamine transport ATP-binding protein GlnQ
MGBLIEJO_02791	CDS	834	glnH_3		COG0834	ABC transporter glutamine-binding protein GlnH
MGBLIEJO_02792	CDS	1665				hypothetical protein
MGBLIEJO_02793	CDS	1275	gudD_1	4.2.1.40	COG4948	Glucarate dehydratase
MGBLIEJO_02794	CDS	1377	abaQ_2			Quinolone resistance transporter
MGBLIEJO_02795	CDS	900	hcaR			Hca operon transcriptional activator HcaR
MGBLIEJO_02796	CDS	684				hypothetical protein
MGBLIEJO_02797	CDS	1971				hypothetical protein
MGBLIEJO_02798	CDS	711				hypothetical protein
MGBLIEJO_02799	CDS	951	pht2	1.14.12.7		Phthalate 4,5-dioxygenase oxygenase reductase subunit
MGBLIEJO_02800	CDS	1065	tsaM1	1.14.14.-		Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1
MGBLIEJO_02801	CDS	888				hypothetical protein
MGBLIEJO_02802	CDS	750	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
MGBLIEJO_02803	CDS	549	puuR_3			HTH-type transcriptional regulator PuuR
MGBLIEJO_02804	CDS	1029	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
MGBLIEJO_02805	CDS	1185				hypothetical protein
MGBLIEJO_02806	CDS	1182	rfbD_2	5.4.99.9		UDP-galactopyranose mutase
MGBLIEJO_02807	CDS	1143				hypothetical protein
MGBLIEJO_02808	CDS	1605				Blue-light-activated protein
MGBLIEJO_02809	CDS	1020				hypothetical protein
MGBLIEJO_02810	CDS	1524	arnT_1	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
MGBLIEJO_02811	CDS	1395	rkpK_1	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
MGBLIEJO_02812	CDS	405	arnF			putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
MGBLIEJO_02813	CDS	333	arnE_2		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
MGBLIEJO_02814	CDS	1650	arnT_2	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
MGBLIEJO_02815	CDS	882	arnD	3.5.1.-		putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
MGBLIEJO_02816	CDS	1995	arnA			Bifunctional polymyxin resistance protein ArnA
MGBLIEJO_02817	CDS	1014	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
MGBLIEJO_02818	CDS	1149	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
MGBLIEJO_02819	CDS	249				hypothetical protein
MGBLIEJO_02820	CDS	1395				hypothetical protein
MGBLIEJO_02821	CDS	1596	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
MGBLIEJO_02822	CDS	873	gsiD_2		COG1173	Glutathione transport system permease protein GsiD
MGBLIEJO_02823	CDS	945	gsiC_3		COG0601	Glutathione transport system permease protein GsiC
MGBLIEJO_02824	CDS	1503	dppA_2		COG0747	Periplasmic dipeptide transport protein
MGBLIEJO_02825	CDS	1134	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MGBLIEJO_02826	CDS	1017	dppD_1		COG0444	Dipeptide transport ATP-binding protein DppD
MGBLIEJO_02827	CDS	738	lutR_3		COG2186	HTH-type transcriptional regulator LutR
MGBLIEJO_02828	CDS	363				hypothetical protein
MGBLIEJO_02829	CDS	1365				hypothetical protein
MGBLIEJO_02830	CDS	1293	citN_2		COG2851	Citrate transporter
MGBLIEJO_02831	CDS	942	cynR_4			HTH-type transcriptional regulator CynR
MGBLIEJO_02832	CDS	837	phzF_1	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
MGBLIEJO_02833	CDS	1137	xerC_8			Tyrosine recombinase XerC
MGBLIEJO_02834	CDS	477				hypothetical protein
MGBLIEJO_02835	CDS	1380				hypothetical protein
MGBLIEJO_02836	CDS	93				hypothetical protein
MGBLIEJO_02837	CDS	1983				hypothetical protein
MGBLIEJO_02838	CDS	705				hypothetical protein
MGBLIEJO_02839	CDS	489				hypothetical protein
MGBLIEJO_02840	CDS	897	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
MGBLIEJO_02841	CDS	492				hypothetical protein
MGBLIEJO_02842	CDS	945				hypothetical protein
MGBLIEJO_02843	CDS	900				hypothetical protein
MGBLIEJO_02844	CDS	1521	mtnN	3.2.2.9		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
MGBLIEJO_02845	CDS	462				hypothetical protein
MGBLIEJO_02846	CDS	1053				hypothetical protein
MGBLIEJO_02847	CDS	2784				hypothetical protein
MGBLIEJO_02848	CDS	1206				hypothetical protein
MGBLIEJO_02849	CDS	456				hypothetical protein
MGBLIEJO_02850	CDS	195				hypothetical protein
MGBLIEJO_02851	CDS	570				hypothetical protein
MGBLIEJO_02852	CDS	309				hypothetical protein
MGBLIEJO_02853	CDS	219				hypothetical protein
MGBLIEJO_02854	CDS	327				hypothetical protein
MGBLIEJO_02855	CDS	711				hypothetical protein
MGBLIEJO_02856	CDS	930				hypothetical protein
MGBLIEJO_02857	CDS	1419				hypothetical protein
MGBLIEJO_02858	CDS	465				hypothetical protein
MGBLIEJO_02859	CDS	396				hypothetical protein
MGBLIEJO_02860	CDS	1383	gntT_2		COG2610	High-affinity gluconate transporter
MGBLIEJO_02861	CDS	702	fzlA			FtsZ-localized protein A
MGBLIEJO_02862	CDS	606				hypothetical protein
MGBLIEJO_02863	CDS	1071	metXA_2	2.3.1.46		Homoserine O-acetyltransferase
MGBLIEJO_02864	CDS	1326	abo_3	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
MGBLIEJO_02865	CDS	669				hypothetical protein
MGBLIEJO_02866	CDS	1356	tpa	2.6.1.77	COG0161	Taurine--pyruvate aminotransferase
MGBLIEJO_02867	CDS	1086	thrB_2	2.7.1.39		Homoserine kinase
MGBLIEJO_02868	CDS	684				hypothetical protein
MGBLIEJO_02869	CDS	441	tspO		COG3476	Tryptophan-rich sensory protein
MGBLIEJO_02870	CDS	1179				hypothetical protein
MGBLIEJO_02871	CDS	1629				hypothetical protein
MGBLIEJO_02872	CDS	3033	mdtC_1			Multidrug resistance protein MdtC
MGBLIEJO_02873	CDS	1104	cnrB			Nickel and cobalt resistance protein CnrB
MGBLIEJO_02874	CDS	1431	ttgC_1			Toluene efflux pump outer membrane protein TtgC
MGBLIEJO_02875	CDS	1335	dat_2	2.6.1.76	COG0160	Diaminobutyrate--2-oxoglutarate aminotransferase
MGBLIEJO_02876	CDS	1962	macB_2	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
MGBLIEJO_02877	CDS	1158	macA_2		COG0845	Macrolide export protein MacA
MGBLIEJO_02878	CDS	40560	dltA_3	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
MGBLIEJO_02879	CDS	16416	tycC_3			Tyrocidine synthase 3
MGBLIEJO_02880	CDS	16140	tycC_4			Tyrocidine synthase 3
MGBLIEJO_02881	CDS	1701	yojI_2		COG4615	ABC transporter ATP-binding/permease protein YojI
MGBLIEJO_02882	CDS	1062				hypothetical protein
MGBLIEJO_02883	CDS	1845	dhbF		COG1020	Dimodular nonribosomal peptide synthase
MGBLIEJO_02884	CDS	933				hypothetical protein
MGBLIEJO_02885	CDS	1212	rutD_4	3.5.1.-		Putative aminoacrylate hydrolase RutD
MGBLIEJO_02886	CDS	28356	dltA_4	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
MGBLIEJO_02887	CDS	831				hypothetical protein
MGBLIEJO_02888	CDS	1419	ttgC_2		COG1538	putative efflux pump outer membrane protein TtgC
MGBLIEJO_02889	CDS	207				hypothetical protein
MGBLIEJO_02890	CDS	498				IS630 family transposase ISPpu1
MGBLIEJO_02891	CDS	606				hypothetical protein
MGBLIEJO_02892	CDS	1176	macA_3		COG0845	Macrolide export protein MacA
MGBLIEJO_02893	CDS	807				hypothetical protein
MGBLIEJO_02894	CDS	855				hypothetical protein
MGBLIEJO_02895	CDS	1023	adh_2	1.1.1.1		Alcohol dehydrogenase
MGBLIEJO_02896	CDS	678	rraA			Regulator of ribonuclease activity A
MGBLIEJO_02897	CDS	978		1.1.1.81	COG0111	Hydroxypyruvate reductase
MGBLIEJO_02898	CDS	1335	ttuB_1			Putative tartrate transporter
MGBLIEJO_02899	CDS	741				hypothetical protein
MGBLIEJO_02900	CDS	1119				hypothetical protein
MGBLIEJO_02901	CDS	1239	sbnD			Staphyloferrin B transporter
MGBLIEJO_02902	CDS	5838				hypothetical protein
MGBLIEJO_02903	CDS	627	rhtB_2		COG1280	Homoserine/homoserine lactone efflux protein
MGBLIEJO_02904	CDS	1317	bdlA_2		COG0840	Biofilm dispersion protein BdlA
MGBLIEJO_02905	CDS	645				hypothetical protein
MGBLIEJO_02906	CDS	780				hypothetical protein
MGBLIEJO_02907	CDS	792	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
MGBLIEJO_02908	CDS	1032	yfhA		COG0609	putative siderophore transport system permease protein YfhA
MGBLIEJO_02909	CDS	990	yfiZ		COG0609	putative siderophore transport system permease protein YfiZ
MGBLIEJO_02910	CDS	714	yfiY		COG0614	putative siderophore-binding lipoprotein YfiY
MGBLIEJO_02911	CDS	1884	sbnC	6.3.2.56	COG4264	Staphyloferrin B synthase
MGBLIEJO_02912	CDS	777	bphF	4.1.3.39		4-hydroxy-2-oxovalerate aldolase
MGBLIEJO_02913	CDS	1860	sbnF	6.3.2.55	COG4264	2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate synthase
MGBLIEJO_02914	CDS	1407	farB			Fatty acid resistance protein FarB
MGBLIEJO_02915	CDS	1209	sbnH	4.1.1.117	COG0019	2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate decarboxylase
MGBLIEJO_02916	CDS	1785	sbnE	6.3.2.54	COG4264	L-2,3-diaminopropanoate--citrate ligase
MGBLIEJO_02917	CDS	1377	dat_3	2.6.1.76	COG0160	Diaminobutyrate--2-oxoglutarate aminotransferase
MGBLIEJO_02918	CDS	2409	fatA_1			Ferric-anguibactin receptor FatA
MGBLIEJO_02919	CDS	966	fecR_2		COG3712	Protein FecR
MGBLIEJO_02920	CDS	510	fecI_2		COG1595	putative RNA polymerase sigma factor FecI
MGBLIEJO_02921	CDS	1221				hypothetical protein
MGBLIEJO_02922	CDS	276				hypothetical protein
MGBLIEJO_02923	CDS	1254				hypothetical protein
MGBLIEJO_02924	CDS	1176				hypothetical protein
MGBLIEJO_02925	CDS	621				hypothetical protein
MGBLIEJO_02926	CDS	1482	hemL_1	5.4.3.8		Glutamate-1-semialdehyde 2,1-aminomutase
MGBLIEJO_02927	CDS	684	mtnB_2	4.2.1.109		Methylthioribulose-1-phosphate dehydratase
MGBLIEJO_02928	CDS	1629	xylB_2	2.7.1.17	COG1070	Xylulose kinase
MGBLIEJO_02929	CDS	882				hypothetical protein
MGBLIEJO_02930	CDS	426				hypothetical protein
MGBLIEJO_02931	CDS	684				hypothetical protein
MGBLIEJO_02932	CDS	1437	calB	1.2.1.68		Coniferyl aldehyde dehydrogenase
MGBLIEJO_02933	CDS	669				hypothetical protein
MGBLIEJO_02934	CDS	17763	tycC_5			Tyrocidine synthase 3
MGBLIEJO_02935	CDS	9498	tycC_6			Tyrocidine synthase 3
MGBLIEJO_02936	CDS	774				hypothetical protein
MGBLIEJO_02937	CDS	2376	gcd_1	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
MGBLIEJO_02938	CDS	981	eryD		COG2390	Erythritol catabolism regulatory protein EryD
MGBLIEJO_02939	CDS	462	rpiB	5.3.1.6	COG0698	Ribose-5-P isomerase B
MGBLIEJO_02940	CDS	1488	mglA_3	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
MGBLIEJO_02941	CDS	978	rbsC_4		COG1172	Ribose import permease protein RbsC
MGBLIEJO_02942	CDS	1011	thpA_2		COG1879	D-threitol-binding protein
MGBLIEJO_02943	CDS	756	golD	1.1.1.6		NAD-dependent glycerol dehydrogenase
MGBLIEJO_02944	CDS	1116	eltD	1.1.1.-	COG1063	Erythritol/L-threitol dehydrogenase
MGBLIEJO_02945	CDS	1002	dhaK-2	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase 2, dihydroxyacetone-binding subunit DhaK
MGBLIEJO_02946	CDS	651	dhaL-2	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase 2, ADP-binding subunit DhaL
MGBLIEJO_02947	CDS	1086	hcaE	1.14.12.19		3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
MGBLIEJO_02948	CDS	1617				hypothetical protein
MGBLIEJO_02949	CDS	918				hypothetical protein
MGBLIEJO_02950	CDS	867				hypothetical protein
MGBLIEJO_02951	CDS	948				hypothetical protein
MGBLIEJO_02952	CDS	1116				hypothetical protein
MGBLIEJO_02953	CDS	726				hypothetical protein
MGBLIEJO_02954	CDS	1449				hypothetical protein
MGBLIEJO_02955	CDS	738				hypothetical protein
MGBLIEJO_02956	CDS	798	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
MGBLIEJO_02957	CDS	1584				hypothetical protein
MGBLIEJO_02958	CDS	588				hypothetical protein
MGBLIEJO_02959	CDS	1047				hypothetical protein
MGBLIEJO_02960	CDS	1137				hypothetical protein
MGBLIEJO_02961	CDS	1179				hypothetical protein
MGBLIEJO_02962	CDS	1896				hypothetical protein
MGBLIEJO_02963	CDS	675	dcd_1	3.5.4.13		dCTP deaminase, dUMP-forming
MGBLIEJO_02964	CDS	513	dcd_2	3.5.4.13		dCTP deaminase, dUMP-forming
MGBLIEJO_02965	CDS	1017				hypothetical protein
MGBLIEJO_02966	CDS	1110				hypothetical protein
MGBLIEJO_02967	CDS	468				hypothetical protein
MGBLIEJO_02968	CDS	1257	rocD	2.6.1.13	COG4992	Ornithine aminotransferase
MGBLIEJO_02969	CDS	552				hypothetical protein
MGBLIEJO_02970	CDS	1071				hypothetical protein
MGBLIEJO_02971	CDS	1116	ldc_1	4.1.1.17		Lysine/ornithine decarboxylase
MGBLIEJO_02972	CDS	336	qacC			Quaternary ammonium compound-resistance protein QacC
MGBLIEJO_02973	CDS	798	cpdA_2	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
MGBLIEJO_02974	CDS	588				hypothetical protein
MGBLIEJO_02975	CDS	528				hypothetical protein
MGBLIEJO_02976	CDS	1566	hbpA_2		COG0747	Heme-binding protein A
MGBLIEJO_02977	CDS	1014	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
MGBLIEJO_02978	CDS	1014	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
MGBLIEJO_02979	CDS	921	ddpC_2		COG1173	putative D,D-dipeptide transport system permease protein DdpC
MGBLIEJO_02980	CDS	975	dppB_1		COG0601	Dipeptide transport system permease protein DppB
MGBLIEJO_02981	CDS	1461	hpyO	1.14.13.-	COG2072	FAD-dependent urate hydroxylase
MGBLIEJO_02982	CDS	951				hypothetical protein
MGBLIEJO_02983	CDS	1056				hypothetical protein
MGBLIEJO_02984	CDS	888				hypothetical protein
MGBLIEJO_02985	CDS	3048			COG0247	putative protein
MGBLIEJO_02986	CDS	906	gcvA_3			Glycine cleavage system transcriptional activator
MGBLIEJO_02987	CDS	912	gcvA_4			Glycine cleavage system transcriptional activator
MGBLIEJO_02988	CDS	1311	proP_3			Proline/betaine transporter
MGBLIEJO_02989	CDS	1260	ade	3.5.4.2		Adenine deaminase
MGBLIEJO_02990	CDS	903				hypothetical protein
MGBLIEJO_02991	CDS	1149	mshD_2	2.3.1.189		Mycothiol acetyltransferase
MGBLIEJO_02992	CDS	1479				hypothetical protein
MGBLIEJO_02993	CDS	930				hypothetical protein
MGBLIEJO_02994	CDS	852				hypothetical protein
MGBLIEJO_02995	CDS	3096	dnaE2	2.7.7.7		Error-prone DNA polymerase
MGBLIEJO_02996	CDS	1431	imuB			Protein ImuB
MGBLIEJO_02997	CDS	624				hypothetical protein
MGBLIEJO_02998	CDS	618	lexA_1	3.4.21.88		LexA repressor
MGBLIEJO_02999	CDS	996	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
MGBLIEJO_03000	CDS	687				hypothetical protein
MGBLIEJO_03001	CDS	1011	ssuA_2			Putative aliphatic sulfonates-binding protein
MGBLIEJO_03002	CDS	849	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
MGBLIEJO_03003	CDS	714	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
MGBLIEJO_03004	CDS	1080	spuE_1		COG0687	Spermidine-binding periplasmic protein SpuE
MGBLIEJO_03005	CDS	267				hypothetical protein
MGBLIEJO_03006	CDS	2493	rep_2	3.6.4.12		ATP-dependent DNA helicase Rep
MGBLIEJO_03007	CDS	924	kdgK	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
MGBLIEJO_03008	CDS	1203		4.1.2.42		D-threonine aldolase
MGBLIEJO_03009	CDS	765	xynR		COG1414	HTH-type transcriptional regulator XynR
MGBLIEJO_03010	CDS	387	yabJ_3	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
MGBLIEJO_03011	CDS	786	glnQ_6		COG1126	Glutamine transport ATP-binding protein GlnQ
MGBLIEJO_03012	CDS	663	glnP_1		COG0765	Glutamine transport system permease protein GlnP
MGBLIEJO_03013	CDS	663	glnP_2		COG0765	Glutamine transport system permease protein GlnP
MGBLIEJO_03014	CDS	852	fliY_3		COG0834	L-cystine-binding protein FliY
MGBLIEJO_03015	CDS	360				hypothetical protein
MGBLIEJO_03016	CDS	444				hypothetical protein
MGBLIEJO_03017	CDS	426				hypothetical protein
MGBLIEJO_03018	CDS	624	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GstB
MGBLIEJO_03019	CDS	546	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
MGBLIEJO_03020	CDS	702				hypothetical protein
MGBLIEJO_03021	CDS	138				hypothetical protein
MGBLIEJO_03022	CDS	837				hypothetical protein
MGBLIEJO_03023	CDS	1590	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
MGBLIEJO_03024	CDS	1134	pgl_3	3.1.1.31	COG2706	6-phosphogluconolactonase
MGBLIEJO_03025	CDS	1161	yhhS_1			putative MFS-type transporter YhhS
MGBLIEJO_03026	CDS	2769				hypothetical protein
MGBLIEJO_03027	CDS	2226	glgB_2	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
MGBLIEJO_03028	CDS	3327		2.7.1.8		Glucosamine kinase
MGBLIEJO_03029	CDS	2019	glgE2	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 2
MGBLIEJO_03030	CDS	159				hypothetical protein
MGBLIEJO_03031	CDS	747	ygfF	1.-.-.-		putative oxidoreductase YgfF
MGBLIEJO_03032	CDS	2112			COG2200	putative signaling protein
MGBLIEJO_03033	CDS	1464	oprM_3		COG1538	Outer membrane protein OprM
MGBLIEJO_03034	CDS	3108	mdtC_2		COG0841	Multidrug resistance protein MdtC
MGBLIEJO_03035	CDS	3111	mdtB_2		COG0841	Multidrug resistance protein MdtB
MGBLIEJO_03036	CDS	1305	mdtA_5			Multidrug resistance protein MdtA
MGBLIEJO_03037	CDS	501	tpx	1.11.1.15	COG2077	Thiol peroxidase
MGBLIEJO_03038	CDS	918	dmlR_10			HTH-type transcriptional regulator DmlR
MGBLIEJO_03039	CDS	3690	tamB		COG2911	Translocation and assembly module subunit TamB
MGBLIEJO_03040	CDS	1689	tamA		COG0729	Translocation and assembly module subunit TamA
MGBLIEJO_03041	CDS	672				hypothetical protein
MGBLIEJO_03042	CDS	813	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
MGBLIEJO_03043	CDS	1356	pal_4			Peptidoglycan-associated lipoprotein
MGBLIEJO_03044	CDS	1230	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
MGBLIEJO_03045	CDS	930	pcpR_1			PCP degradation transcriptional activation protein
MGBLIEJO_03046	CDS	393	cueR		COG0789	HTH-type transcriptional regulator CueR
MGBLIEJO_03047	CDS	900	liuE	4.1.3.26	COG0119	3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase
MGBLIEJO_03048	CDS	1164	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
